"wage" "exp" "ed"
"912" 701.997610377948 31 8
"913" 734.999633078657 32 8
"914" 819.996440995918 33 8
"915" 949.998114637014 34 8
"916" 1062.00084768674 35 8
"917" 1166.99809512314 36 8
"918" 997.996730246516 21 17
"919" 997.996730246516 22 17
"920" 1699.99399893527 23 17
"921" 1799.99650101174 24 17
"922" 1949.9909294834 25 17
"923" 2099.99449021305 26 17
"924" 1894.99219732225 27 17
"925" 560.001801114547 19 12
"926" 649.998464123521 20 12
"927" 724.998800231354 21 12
"928" 799.998617866852 22 12
"929" 799.998617866852 23 12
"930" 1033.9999430593 24 12
"931" 1150.00319544355 25 12
"932" 304.999458135221 4 12
"933" 386.998183801736 5 12
"934" 411.998620070306 6 12
"935" 500.000950789808 7 12
"936" 540.000464638707 8 12
"937" 584.998919370362 9 12
"938" 634.996825711075 10 12
"939" 774.997652254713 15 12
"940" 874.996599443695 16 12
"941" 1200.0037970747 17 12
"942" 1000.00472102901 18 12
"943" 1221.99494125853 19 12
"944" 1127.99838463973 20 12
"945" 1499.99941936466 21 12
"946" 997.996730246516 20 13
"947" 719.999127353256 21 13
"948" 1316.99775880601 22 13
"949" 1499.99941936466 23 13
"950" 1649.99906462413 24 13
"951" 1613.99862998913 25 13
"952" 2096.00828877219 26 13
"953" 763.001502131438 23 11
"954" 885.002084170436 24 11
"955" 1004.99716540836 25 11
"956" 1077.99703392056 26 11
"957" 1050.00478470175 27 11
"958" 1118.00374115284 28 11
"959" 1412.99945926687 29 11
"960" 997.996730246516 23 16
"961" 997.996730246516 24 16
"962" 1749.99813289527 25 16
"963" 1814.99864474191 26 16
"964" 1970.00232118926 27 16
"965" 2130.00583896961 28 16
"966" 1749.99813289527 29 16
"967" 624.9989689156 4 16
"968" 749.997595106089 5 16
"969" 749.997595106089 6 16
"970" 874.996599443695 7 16
"971" 1250.00146213042 8 16
"972" 1274.99814157088 9 16
"973" 1400.00347815963 10 16
"974" 507.999264630663 10 9
"975" 563.000209357393 11 9
"976" 580.999560269206 12 9
"977" 632.999732782793 13 9
"978" 714.998181976096 14 9
"979" 1089.99675701155 15 9
"980" 1365.00039910004 16 9
"981" 359.998548680869 15 8
"982" 325.001565746607 16 8
"983" 399.998181160942 17 8
"984" 450.00108775735 18 8
"985" 556.000948397485 19 8
"986" 624.9989689156 20 8
"987" 668.997283779729 21 8
"988" 830.003568351436 35 16
"989" 796.996271012923 36 16
"990" 833.997162437632 37 16
"991" 970.003810654979 38 16
"992" 970.003810654979 39 16
"993" 1055.00417157302 40 16
"994" 1222.99738805738 41 16
"995" 584.998919370362 34 12
"996" 649.998464123521 35 12
"997" 724.998800231354 36 12
"998" 799.998617866852 37 12
"999" 909.995814454711 38 12
"1000" 970.003810654979 39 12
"1001" 1059.99556167681 40 12
"1002" 507.999264630663 7 14
"1003" 550.000946976231 8 14
"1004" 600.000206870348 9 14
"1005" 749.997595106089 10 14
"1006" 874.996599443695 11 14
"1007" 853.99898050517 12 14
"1008" 1300.00059351562 13 14
"1009" 874.996599443695 19 16
"1010" 997.996730246516 20 16
"1011" 1499.99941936466 21 16
"1012" 1799.99650101174 22 16
"1013" 1006.00266523989 23 16
"1014" 1224.00065719972 24 16
"1015" 1632.99331619291 25 16
"1016" 997.996730246516 36 15
"1017" 997.996730246516 37 15
"1018" 1250.00146213042 38 15
"1019" 1300.00059351562 39 15
"1020" 1400.00347815963 40 15
"1021" 1499.99941936466 41 15
"1022" 1649.99906462413 42 15
"1023" 649.998464123521 12 12
"1024" 744.996857313857 13 12
"1025" 830.003568351436 14 12
"1026" 1100.00499534623 15 12
"1027" 1100.00499534623 16 12
"1028" 1336.99521742326 17 12
"1029" 1353.00050308502 18 12
"1030" 314.999168771022 4 14
"1031" 314.999168771022 5 14
"1032" 509.999629883765 6 14
"1033" 649.998464123521 7 14
"1034" 749.997595106089 8 14
"1035" 1050.00478470175 9 14
"1036" 959.996846921771 10 14
"1037" 689.99889766288 6 16
"1038" 936.00423402655 7 16
"1039" 799.998617866852 8 16
"1040" 935.003245120709 9 16
"1041" 1000.00472102901 10 16
"1042" 949.998114637014 11 16
"1043" 1000.00472102901 12 16
"1044" 529.00082954761 16 12
"1045" 692.002798718232 17 12
"1046" 710.998272411995 18 12
"1047" 731.999623780417 19 12
"1048" 933.004477620172 20 12
"1049" 1032.99744940256 21 12
"1050" 901.00427290502 22 12
"1051" 550.000946976231 20 16
"1052" 621.999942316233 21 16
"1053" 653.001874585181 22 16
"1054" 739.999862213333 23 16
"1055" 760.001190707847 24 16
"1056" 850.003102943956 25 16
"1057" 923.000706554138 26 16
"1058" 224.999909504024 4 8
"1059" 235.001054178487 5 8
"1060" 235.001054178487 6 8
"1061" 265.000046113655 7 8
"1062" 299.999257604058 8 8
"1063" 299.999257604058 9 8
"1064" 299.999257604058 10 8
"1065" 505.000793216566 13 12
"1066" 550.000946976231 14 12
"1067" 550.000946976231 15 12
"1068" 592.997391400086 16 12
"1069" 623.002168799192 17 12
"1070" 699.999765469656 18 12
"1071" 799.998617866852 19 12
"1072" 850.003102943956 12 17
"1073" 834.998559750778 13 17
"1074" 975.002465780217 14 17
"1075" 1020.00213559835 15 17
"1076" 991.996917578196 16 17
"1077" 1126.99491268865 17 17
"1078" 1250.00146213042 18 17
"1079" 679.998097246959 3 16
"1080" 799.998617866852 4 16
"1081" 899.99571301833 5 16
"1082" 1100.00499534623 6 16
"1083" 1100.00499534623 7 16
"1084" 1450.00168864978 8 16
"1085" 1600.00174683636 9 16
"1086" 774.997652254713 33 13
"1087" 874.996599443695 34 13
"1088" 899.99571301833 35 13
"1089" 949.998114637014 36 13
"1090" 1100.00499534623 37 13
"1091" 1200.0037970747 38 13
"1092" 1174.99597377744 39 13
"1093" 696.000236407284 8 12
"1094" 634.996825711075 9 12
"1095" 718.99902379923 10 12
"1096" 791.998897683742 11 12
"1097" 873.999671677124 12 12
"1098" 961.995718469119 13 12
"1099" 1000.00472102901 14 12
"1100" 764.001689078645 29 12
"1101" 799.998617866852 30 12
"1102" 839.998410858121 31 12
"1103" 975.002465780217 32 12
"1104" 1018.00488935329 33 12
"1105" 1142.99809828411 34 12
"1106" 1198.00146314777 35 12
"1107" 699.999765469656 30 12
"1108" 724.998800231354 31 12
"1109" 774.997652254713 32 12
"1110" 624.9989689156 33 12
"1111" 749.997595106089 34 12
"1112" 899.99571301833 35 12
"1113" 799.998617866852 36 12
"1114" 749.997595106089 25 17
"1115" 899.99571301833 26 17
"1116" 949.998114637014 27 17
"1117" 1000.00472102901 28 17
"1118" 1050.00478470175 29 17
"1119" 1200.0037970747 30 17
"1120" 1274.99814157088 31 17
"1121" 450.00108775735 9 12
"1122" 500.000950789808 10 12
"1123" 500.000950789808 11 12
"1124" 705.001549019053 12 12
"1125" 784.997081546235 13 12
"1126" 954.998719841761 14 12
"1127" 1064.99991677715 15 12
"1128" 311.999005405027 8 12
"1129" 425.000353207269 9 12
"1130" 436.998603745458 10 12
"1131" 550.000946976231 11 12
"1132" 600.000206870348 12 12
"1133" 649.998464123521 13 12
"1134" 674.998183663486 14 12
"1135" 419.998021268147 10 12
"1136" 485.000537895619 11 12
"1137" 500.000950789808 12 12
"1138" 550.000946976231 13 12
"1139" 636.000913716338 14 12
"1140" 679.998097246959 15 12
"1141" 767.002453355238 16 12
"1142" 433.998032204885 10 11
"1143" 490.002258363915 11 11
"1144" 555.001046871716 12 11
"1145" 598.999042729611 13 11
"1146" 649.998464123521 14 11
"1147" 733.003150523855 15 11
"1148" 805.996983545302 16 11
"1149" 481.99801703169 37 12
"1150" 553.997403548089 38 12
"1151" 609.001054965586 39 12
"1152" 600.000206870348 40 12
"1153" 674.998183663486 41 12
"1154" 744.996857313857 42 12
"1155" 794.998318851584 43 12
"1156" 824.997206278618 10 15
"1157" 885.002084170436 11 15
"1158" 977.003270959677 12 15
"1159" 1100.00499534623 13 15
"1160" 1200.0037970747 14 15
"1161" 1300.00059351562 15 15
"1162" 1470.00341073797 16 15
"1163" 150.000705887223 10 10
"1164" 150.000705887223 11 10
"1165" 249.999770534544 12 10
"1166" 289.999732335773 13 10
"1167" 309.999287782269 14 10
"1168" 334.99982183865 15 10
"1169" 334.99982183865 16 10
"1170" 509.001009576785 3 17
"1171" 719.999127353256 4 17
"1172" 774.997652254713 5 17
"1173" 850.003102943956 6 17
"1174" 1799.99650101174 7 17
"1175" 3500.00613383411 8 17
"1176" 4057.00380057322 9 17
"1177" 997.996730246516 25 17
"1178" 997.996730246516 26 17
"1179" 1649.99906462413 27 17
"1180" 1749.99813289527 28 17
"1181" 1849.99830156689 29 17
"1182" 1749.99813289527 30 17
"1183" 1949.9909294834 31 17
"1184" 290.999049254649 24 9
"1185" 312.999001362525 25 9
"1186" 340.001490015794 26 9
"1187" 436.998603745458 27 9
"1188" 399.998181160942 28 9
"1189" 399.998181160942 29 9
"1190" 463.001363960083 30 9
"1191" 399.998181160942 12 12
"1192" 375.001490264057 13 12
"1193" 436.998603745458 14 12
"1194" 436.998603745458 15 12
"1195" 525.00091214019 16 12
"1196" 624.9989689156 17 12
"1197" 699.999765469656 18 12
"1198" 997.996730246516 10 16
"1199" 997.996730246516 11 16
"1200" 1376.99655925494 12 16
"1201" 1470.00341073797 13 16
"1202" 1531.00551825803 14 16
"1203" 1945.99754269793 15 16
"1204" 1438.00210195347 16 16
"1205" 997.996730246516 28 16
"1206" 997.996730246516 29 16
"1207" 1549.99967463443 30 16
"1208" 1499.99941936466 31 16
"1209" 1910.0028248144 32 16
"1210" 2250.01013582628 33 16
"1211" 2199.99419344557 34 16
"1212" 438.000477255377 5 12
"1213" 673.999925245109 6 12
"1214" 751.003265532234 7 12
"1215" 811.999723788764 8 12
"1216" 894.003777002857 9 12
"1217" 988.995716034416 10 12
"1218" 1092.99837342425 11 12
"1219" 390.001271743834 3 12
"1220" 451.001199885888 4 12
"1221" 480.001870130714 5 12
"1222" 502.999914439838 6 12
"1223" 539.002387285337 7 12
"1224" 580.999560269206 8 12
"1225" 834.998559750778 9 12
"1226" 623.999770137519 4 14
"1227" 779.996942652755 5 14
"1228" 850.003102943956 6 14
"1229" 949.998114637014 7 14
"1230" 1000.00472102901 8 14
"1231" 1253.00506852548 9 14
"1232" 1365.00039910004 10 14
"1233" 874.996599443695 19 15
"1234" 920.999966608863 20 15
"1235" 436.998603745458 21 15
"1236" 1000.00472102901 22 15
"1237" 500.000950789808 23 15
"1238" 812.99909793813 24 15
"1239" 729.996690083525 25 15
"1240" 446.000467399296 3 9
"1241" 472.000478803861 4 9
"1242" 513.998321558785 5 9
"1243" 592.001992152021 6 9
"1244" 617.00060225067 7 9
"1245" 714.998181976096 8 9
"1246" 859.997945249558 9 9
"1247" 312.999001362525 20 16
"1248" 375.001490264057 21 16
"1249" 410.001164525329 22 16
"1250" 382.998089148579 23 16
"1251" 425.000353207269 24 16
"1252" 558.000578991529 25 16
"1253" 583.999426028598 26 16
"1254" 539.002387285337 11 12
"1255" 600.000206870348 12 12
"1256" 696.000236407284 13 12
"1257" 838.001591797526 14 12
"1258" 1796.00494105038 15 12
"1259" 838.001591797526 16 12
"1260" 1077.99703392056 17 12
"1261" 699.999765469656 14 12
"1262" 959.996846921771 15 12
"1263" 1018.00488935329 16 12
"1264" 1170.00113748414 17 12
"1265" 1250.00146213042 18 12
"1266" 1699.99399893527 19 12
"1267" 1267.00357253815 20 12
"1268" 349.998895932531 8 14
"1269" 359.998548680869 9 14
"1270" 399.998181160942 10 14
"1271" 415.000614104714 11 14
"1272" 450.00108775735 12 14
"1273" 474.997718089027 13 14
"1274" 500.000950789808 14 14
"1275" 225.998870167288 10 8
"1276" 248.999278781332 11 8
"1277" 180.000566840655 12 8
"1278" 210.000518549972 13 8
"1279" 282.000825996662 14 8
"1280" 286.999364077693 15 8
"1281" 314.999168771022 16 8
"1282" 701.997610377948 25 12
"1283" 824.997206278618 26 12
"1284" 753.003593475254 27 12
"1285" 925.99607872594 28 12
"1286" 1050.00478470175 29 12
"1287" 889.002457631536 30 12
"1288" 1200.0037970747 31 12
"1289" 699.999765469656 23 12
"1290" 749.997595106089 24 12
"1291" 817.000739499712 25 12
"1292" 885.002084170436 26 12
"1293" 980.997587169346 27 12
"1294" 1104.99932158341 28 12
"1295" 1227.00313534372 29 12
"1296" 899.99571301833 35 12
"1297" 949.998114637014 36 12
"1298" 1075.00436390496 37 12
"1299" 1206.99611214154 38 12
"1300" 1786.99371842114 39 12
"1301" 1721.99709845367 40 12
"1302" 1769.99145876547 41 12
"1303" 997.996730246516 22 12
"1304" 997.996730246516 23 12
"1305" 1231.99489448743 24 12
"1306" 1181.0037600769 25 12
"1307" 1162.00239672989 26 12
"1308" 1126.00359340994 27 12
"1309" 1426.00199501213 28 12
"1310" 749.997595106089 10 12
"1311" 749.997595106089 11 12
"1312" 927.998391975799 12 12
"1313" 1018.00488935329 13 12
"1314" 1123.00117382934 14 12
"1315" 1168.00214516458 15 12
"1316" 1316.99775880601 16 12
"1317" 997.996730246516 23 17
"1318" 997.996730246516 24 17
"1319" 1150.00319544355 25 17
"1320" 1200.0037970747 26 17
"1321" 1250.00146213042 27 17
"1322" 1095.99729561461 28 17
"1323" 1112.99515704085 29 17
"1324" 443.997974284713 6 9
"1325" 540.000464638707 7 9
"1326" 605.00093289206 8 9
"1327" 749.997595106089 9 9
"1328" 827.997388173124 10 9
"1329" 920.999966608863 11 9
"1330" 1048.0011896054 12 9
"1331" 446.000467399296 25 6
"1332" 540.000464638707 26 6
"1333" 540.000464638707 27 6
"1334" 584.998919370362 28 6
"1335" 647.999548763883 29 6
"1336" 697.003198707254 30 6
"1337" 727.999236913213 31 6
"1338" 537.001023249714 6 12
"1339" 638.997153659095 7 12
"1340" 698.999481178759 8 12
"1341" 769.999603567351 9 12
"1342" 869.997205870179 10 12
"1343" 936.00423402655 11 12
"1344" 1041.00305157629 12 12
"1345" 997.996730246516 32 16
"1346" 997.996730246516 33 16
"1347" 1579.99980088681 34 16
"1348" 1676.99704542508 35 16
"1349" 1749.99813289527 36 16
"1350" 1453.00630084604 37 16
"1351" 1796.00494105038 38 16
"1352" 698.999481178759 11 12
"1353" 929.99573489279 12 12
"1354" 895.999629974538 13 12
"1355" 898.997272014153 14 12
"1356" 1002.99920967449 15 12
"1357" 804.998166680144 16 12
"1358" 649.998464123521 17 12
"1359" 630.000113787096 11 16
"1360" 749.997595106089 12 16
"1361" 809.996559397455 13 16
"1362" 924.996542807467 14 16
"1363" 1000.00472102901 15 16
"1364" 831.00017047514 16 16
"1365" 828.999871392851 17 16
"1366" 425.000353207269 7 9
"1367" 500.000950789808 8 9
"1368" 624.9989689156 9 9
"1369" 724.998800231354 10 9
"1370" 799.998617866852 11 9
"1371" 850.003102943956 12 9
"1372" 1000.00472102901 13 9
"1373" 253.00012935197 20 7
"1374" 336.999012472701 21 7
"1375" 365.000965943669 22 7
"1376" 393.999641736777 23 7
"1377" 425.000353207269 24 7
"1378" 458.99990358222 25 7
"1379" 499.001948223795 26 7
"1380" 799.998617866852 29 12
"1381" 799.998617866852 30 12
"1382" 874.996599443695 31 12
"1383" 940.000117251801 32 12
"1384" 1125.00189603326 33 12
"1385" 1198.00146314777 34 12
"1386" 1250.00146213042 35 12
"1387" 600.000206870348 8 13
"1388" 678.001838778905 9 13
"1389" 737.997177450249 10 13
"1390" 843.997894563638 11 13
"1391" 936.996924547645 12 13
"1392" 1000.00472102901 13 13
"1393" 1200.0037970747 14 13
"1394" 480.001870130714 3 17
"1395" 565.002411907409 4 17
"1396" 574.999976541524 5 17
"1397" 598.999042729611 6 17
"1398" 699.999765469656 7 17
"1399" 799.998617866852 8 17
"1400" 838.001591797526 9 17
"1401" 474.997718089027 20 11
"1402" 513.998321558785 21 11
"1403" 581.999739420361 22 11
"1404" 627.99989545798 23 11
"1405" 672.001115169369 24 11
"1406" 753.003593475254 25 11
"1407" 824.997206278618 26 11
"1408" 367.998918755422 7 12
"1409" 375.001490264057 8 12
"1410" 448.9987034056 9 12
"1411" 523.999117416517 10 12
"1412" 523.999117416517 11 12
"1413" 553.997403548089 12 12
"1414" 617.00060225067 13 12
"1415" 436.998603745458 19 9
"1416" 436.998603745458 20 9
"1417" 463.001363960083 21 9
"1418" 486.997992062918 22 9
"1419" 486.997992062918 23 9
"1420" 390.001271743834 24 9
"1421" 410.001164525329 25 9
"1422" 649.998464123521 32 9
"1423" 689.99889766288 33 9
"1424" 724.998800231354 34 9
"1425" 789.997673089184 35 9
"1426" 899.99571301833 36 9
"1427" 1029.99579634819 37 9
"1428" 1150.00319544355 38 9
"1429" 697.003198707254 25 12
"1430" 799.998617866852 26 12
"1431" 1000.00472102901 27 12
"1432" 807.998336716667 28 12
"1433" 1000.00472102901 29 12
"1434" 1030.99537698888 30 12
"1435" 1151.00413356854 31 12
"1436" 997.996730246516 12 13
"1437" 997.996730246516 13 13
"1438" 1545.00125248281 14 13
"1439" 1765.00711408088 15 13
"1440" 1809.99615509372 16 13
"1441" 1362.99532260565 17 13
"1442" 2625.01004057668 18 13
"1443" 997.996730246516 13 17
"1444" 997.996730246516 14 17
"1445" 1499.99941936466 15 17
"1446" 2222.99352226703 16 17
"1447" 1077.99703392056 17 17
"1448" 1749.99813289527 18 17
"1449" 2750.01047570326 19 17
"1450" 220.000539803143 15 11
"1451" 249.999770534544 16 11
"1452" 314.999168771022 17 11
"1453" 314.999168771022 18 11
"1454" 334.99982183865 19 11
"1455" 384.998716301343 20 11
"1456" 425.000353207269 21 11
"1457" 699.999765469656 23 17
"1458" 789.997673089184 24 17
"1459" 784.997081546235 25 17
"1460" 789.997673089184 26 17
"1461" 824.997206278618 27 17
"1462" 899.99571301833 28 17
"1463" 989.995106314746 29 17
"1464" 749.997595106089 34 8
"1465" 749.997595106089 35 8
"1466" 824.997206278618 36 8
"1467" 899.99571301833 37 8
"1468" 949.998114637014 38 8
"1469" 1000.00472102901 39 8
"1470" 1050.00478470175 40 8
"1471" 874.996599443695 30 10
"1472" 997.996730246516 31 10
"1473" 1000.00472102901 32 10
"1474" 1586.998856525 33 10
"1475" 1724.99598167676 34 10
"1476" 2099.99449021305 35 10
"1477" 1900.00158620705 36 10
"1478" 997.996730246516 7 17
"1479" 997.996730246516 8 17
"1480" 1200.0037970747 9 17
"1481" 1350.00017356617 10 17
"1482" 1499.99941936466 11 17
"1483" 1340.99881551979 12 17
"1484" 1999.99508092189 13 17
"1485" 997.996730246516 27 11
"1486" 997.996730246516 28 11
"1487" 1100.00499534623 29 11
"1488" 1200.0037970747 30 11
"1489" 1250.00146213042 31 11
"1490" 1190.00168253556 32 11
"1491" 1400.00347815963 33 11
"1492" 537.001023249714 24 12
"1493" 574.999976541524 25 12
"1494" 624.9989689156 26 12
"1495" 624.9989689156 27 12
"1496" 649.998464123521 28 12
"1497" 699.999765469656 29 12
"1498" 699.999765469656 30 12
"1499" 525.00091214019 35 16
"1500" 480.001870130714 36 16
"1501" 450.00108775735 37 16
"1502" 450.00108775735 38 16
"1503" 550.000946976231 39 16
"1504" 500.000950789808 40 16
"1505" 600.000206870348 41 16
"1506" 949.998114637014 17 17
"1507" 997.996730246516 18 17
"1508" 1150.00319544355 19 17
"1509" 1250.00146213042 20 17
"1510" 1400.00347815963 21 17
"1511" 1091.00001545612 22 17
"1512" 1900.00158620705 23 17
"1513" 425.000353207269 4 13
"1514" 425.000353207269 5 13
"1515" 500.000950789808 6 13
"1516" 563.000209357393 7 13
"1517" 624.9989689156 8 13
"1518" 488.998782648303 9 13
"1519" 686.997051249574 10 13
"1520" 553.001105159253 11 12
"1521" 563.000209357393 12 12
"1522" 603.001690375876 13 12
"1523" 693.000000561397 14 12
"1524" 697.003198707254 15 12
"1525" 773.000735442273 16 12
"1526" 802.996214709672 17 12
"1527" 909.995814454711 19 12
"1528" 899.99571301833 20 12
"1529" 1050.00478470175 21 12
"1530" 1198.00146314777 22 12
"1531" 1579.00471449738 23 12
"1532" 1799.99650101174 24 12
"1533" 1354.00209400023 25 12
"1534" 651.000232922263 33 12
"1535" 701.997610377948 34 12
"1536" 755.998959608989 35 12
"1537" 850.003102943956 36 12
"1538" 924.996542807467 37 12
"1539" 1200.0037970747 38 12
"1540" 1154.00063808365 39 12
"1541" 997.996730246516 28 17
"1542" 997.996730246516 29 17
"1543" 1350.00017356617 30 17
"1544" 1470.00341073797 31 17
"1545" 1600.00174683636 32 17
"1546" 1280.00594316431 33 17
"1547" 1453.99468114183 34 17
"1548" 299.999257604058 1 11
"1549" 525.00091214019 2 11
"1550" 375.001490264057 3 11
"1551" 249.999770534544 4 11
"1552" 399.998181160942 5 11
"1553" 474.997718089027 6 11
"1554" 574.999976541524 7 11
"1555" 450.00108775735 12 14
"1556" 515.00159616065 13 14
"1557" 535.001740413467 14 14
"1558" 592.997391400086 15 14
"1559" 657.996755195942 16 14
"1560" 704.001157265689 17 14
"1561" 874.996599443695 18 14
"1562" 997.996730246516 34 5
"1563" 997.996730246516 35 5
"1564" 1139.99596282421 36 5
"1565" 1240.00414334406 37 5
"1566" 1240.00414334406 38 5
"1567" 1300.00059351562 39 5
"1568" 1489.9979155816 40 5
"1569" 413.00099410829 10 12
"1570" 520.000617981121 11 12
"1571" 563.000209357393 12 12
"1572" 649.998464123521 13 12
"1573" 658.997670766964 14 12
"1574" 936.996924547645 15 12
"1575" 994.002776587244 16 12
"1576" 265.000046113655 30 12
"1577" 289.999732335773 31 12
"1578" 338.999963598029 32 12
"1579" 355.999739816772 33 12
"1580" 365.000965943669 34 12
"1581" 450.00108775735 35 12
"1582" 488.998782648303 36 12
"1583" 997.996730246516 29 16
"1584" 997.996730246516 30 16
"1585" 1225.00474936014 31 16
"1586" 1250.00146213042 32 16
"1587" 789.002902857945 33 16
"1588" 1000.00472102901 34 16
"1589" 1000.00472102901 35 16
"1590" 467.000346668754 2 16
"1591" 699.999765469656 3 16
"1592" 899.99571301833 4 16
"1593" 1000.00472102901 5 16
"1594" 1200.0037970747 6 16
"1595" 1400.00347815963 7 16
"1596" 1499.99941936466 8 16
"1597" 799.998617866852 16 17
"1598" 850.003102943956 17 17
"1599" 850.003102943956 18 17
"1600" 949.998114637014 19 17
"1601" 1000.00472102901 20 17
"1602" 1000.00472102901 21 17
"1603" 1000.00472102901 22 17
"1604" 369.998887915511 2 12
"1605" 513.002131431823 3 12
"1606" 580.001099947573 4 12
"1607" 699.999765469656 5 12
"1608" 824.997206278618 6 12
"1609" 899.99571301833 7 12
"1610" 1000.00472102901 8 12
"1611" 997.996730246516 23 16
"1612" 997.996730246516 24 16
"1613" 2099.99449021305 25 16
"1614" 2649.98696473435 26 16
"1615" 2500.00997287916 27 16
"1616" 2900.01155369678 28 16
"1617" 3125.00136821748 29 16
"1618" 419.998021268147 27 17
"1619" 997.996730246516 28 17
"1620" 1050.00478470175 29 17
"1621" 1113.99730358049 30 17
"1622" 1200.0037970747 31 17
"1623" 1250.00146213042 32 17
"1624" 1142.99809828411 33 17
"1625" 760.001190707847 30 10
"1626" 824.997206278618 31 10
"1627" 924.996542807467 32 10
"1628" 1000.00472102901 33 10
"1629" 1100.00499534623 34 10
"1630" 1191.00170389906 35 10
"1631" 1250.00146213042 36 10
"1632" 509.001009576785 21 12
"1633" 546.000559243568 22 12
"1634" 570.002074331475 23 12
"1635" 647.002397462359 24 12
"1636" 656.997359860916 25 12
"1637" 824.997206278618 26 12
"1638" 850.003102943956 27 12
"1639" 375.001490264057 18 7
"1640" 384.998716301343 19 7
"1641" 450.00108775735 20 7
"1642" 465.001206403444 21 7
"1643" 480.001870130714 22 7
"1644" 480.001870130714 23 7
"1645" 480.001870130714 24 7
"1646" 997.996730246516 7 17
"1647" 997.996730246516 8 17
"1648" 1325.00299659646 9 17
"1649" 1329.99438579484 10 17
"1650" 1600.00174683636 11 17
"1651" 1600.00174683636 12 17
"1652" 1784.99340584065 13 17
"1653" 474.997718089027 6 16
"1654" 469.998733490777 7 16
"1655" 583.999426028598 8 16
"1656" 589.998503231037 9 16
"1657" 553.997403548089 10 16
"1658" 719.999127353256 11 16
"1659" 729.996690083525 12 16
"1660" 850.003102943956 32 12
"1661" 944.995343529886 33 12
"1662" 1000.00472102901 34 12
"1663" 1059.99556167681 35 12
"1664" 1135.00234954834 36 12
"1665" 1012.99847619723 37 12
"1666" 1136.00159121779 38 12
"1667" 997.996730246516 27 16
"1668" 997.996730246516 28 16
"1669" 2500.00997287916 29 16
"1670" 2700.0079596322 30 16
"1671" 2149.9932895988 31 16
"1672" 3000.00729705814 32 16
"1673" 3150.00714477612 33 16
"1674" 997.996730246516 34 12
"1675" 997.996730246516 35 12
"1676" 1240.9965435659 36 12
"1677" 1392.99307154196 37 12
"1678" 1675.00260586792 38 12
"1679" 1749.99813289527 39 12
"1680" 1914.99444341582 40 12
"1681" 691.000121776551 15 10
"1682" 756.997537151858 16 10
"1683" 831.00017047514 17 10
"1684" 958.00212870628 18 10
"1685" 968.995531088153 19 10
"1686" 860.996121696459 20 10
"1687" 870.998278163172 21 10
"1688" 314.999168771022 7 10
"1689" 314.999168771022 8 10
"1690" 357.998930870146 9 10
"1691" 381.999767512359 10 10
"1692" 417.999401205081 11 10
"1693" 414.001666839675 12 10
"1694" 476.00102138694 13 10
"1695" 997.996730246516 9 12
"1696" 997.996730246516 10 12
"1697" 1268.00490083306 11 12
"1698" 1373.99797639862 12 12
"1699" 1529.99538799564 13 12
"1700" 1649.99906462413 14 12
"1701" 1549.99967463443 15 12
"1702" 584.998919370362 22 10
"1703" 644.999795666759 23 10
"1704" 712.998987245327 24 10
"1705" 673.003143156438 25 10
"1706" 709.996471283663 26 10
"1707" 769.999603567351 27 10
"1708" 839.998410858121 28 10
"1709" 600.000206870348 36 7
"1710" 649.998464123521 37 7
"1711" 699.999765469656 38 7
"1712" 749.997595106089 39 7
"1713" 784.997081546235 40 7
"1714" 799.998617866852 41 7
"1715" 819.996440995918 42 7
"1716" 649.998464123521 37 10
"1717" 574.999976541524 38 10
"1718" 574.999976541524 39 10
"1719" 670.001532703795 40 10
"1720" 733.003150523855 41 10
"1721" 782.997889042047 42 10
"1722" 749.997595106089 43 10
"1723" 230.00015894772 9 7
"1724" 259.999575936309 10 7
"1725" 265.000046113655 11 7
"1726" 309.999287782269 12 7
"1727" 319.999681346152 13 7
"1728" 334.99982183865 14 7
"1729" 419.998021268147 15 7
"1730" 312.999001362525 10 11
"1731" 309.999287782269 11 11
"1732" 224.999909504024 12 11
"1733" 235.99957401434 13 11
"1734" 500.000950789808 14 11
"1735" 349.998895932531 15 11
"1736" 500.000950789808 16 11
"1737" 749.997595106089 30 16
"1738" 699.999765469656 31 16
"1739" 850.003102943956 32 16
"1740" 899.99571301833 33 16
"1741" 1050.00478470175 34 16
"1742" 1125.00189603326 35 16
"1743" 1100.00499534623 36 16
"1744" 426.998286354816 18 10
"1745" 450.00108775735 19 10
"1746" 485.000537895619 20 10
"1747" 535.997769670691 21 10
"1748" 600.000206870348 22 10
"1749" 674.998183663486 23 10
"1750" 717.002982296274 24 10
"1751" 359.998548680869 6 16
"1752" 500.000950789808 7 16
"1753" 630.000113787096 8 16
"1754" 600.000206870348 9 16
"1755" 778.002704193911 10 16
"1756" 749.997595106089 11 16
"1757" 749.997595106089 12 16
"1758" 997.996730246516 25 17
"1759" 997.996730246516 26 17
"1760" 1900.00158620705 27 17
"1761" 1999.99508092189 28 17
"1762" 2149.9932895988 29 17
"1763" 1999.99508092189 30 17
"1764" 2199.99419344557 31 17
"1765" 511.997631985248 7 12
"1766" 660.000108886498 8 12
"1767" 679.998097246959 9 12
"1768" 724.998800231354 10 12
"1769" 899.99571301833 11 12
"1770" 949.998114637014 12 12
"1771" 1050.00478470175 13 12
"1772" 506.001685343349 33 12
"1773" 550.000946976231 34 12
"1774" 600.000206870348 35 12
