dealer;izby;rozloha;resale;cena
Dealer;2;833.1320937;Yes;34.5
Owner;2;1145.12222;Yes;52
Owner;2;800;Yes;60
Dealer;3;1665.278934;Yes;60
Dealer;3;1700.255464;Yes;59.9
Owner;2;1050.080775;Yes;65
Owner;2;650.0007471;Yes;870
Dealer;2;910.1040119;Yes;49
Owner;2;800;Yes;29
Owner;2;1000;Yes;53
Dealer;2;1289.98968;Yes;75
Dealer;2;1051.033516;Yes;180
Dealer;2;1042.780749;Yes;42.9
Dealer;3;1511.404232;Yes;110
Owner;2;400;Yes;41
Dealer;3;1448.37575;Yes;140
Owner;2;1399.580126;Yes;40
Owner;3;1600.232761;Yes;55
Owner;2;1050.420168;Yes;25
Dealer;3;2558.139535;Yes;110
Dealer;2;693.2409012;Yes;16
Owner;1;419.9644645;Yes;26
Dealer;2;1893.830703;Yes;66
Dealer;4;4021.847071;Yes;810
Owner;2;784.0501792;Yes;35
Dealer;2;1250;Yes;46
Dealer;3;2615.183447;Yes;340
Dealer;2;697.8319783;Yes;30.9
Dealer;3;1843.071786;Yes;55.2
Owner;2;700.280112;Yes;15
Dealer;2;824.0626288;Yes;100
Dealer;2;1293.267402;Yes;34
Owner;2;1280.409731;Yes;30
Owner;2;900.2520706;Yes;25
Dealer;4;2400.573271;Yes;67
Owner;3;1240.196972;Yes;68
Owner;2;1000;Yes;16
Owner;3;1350.21097;Yes;32
Dealer;3;2716.899112;Yes;300
Dealer;3;1400;Yes;70
Owner;3;1991.565136;Yes;170
Owner;3;1895.477931;Yes;70
Dealer;1;650.0426257;Yes;61
Dealer;5;4952.380952;Yes;520
Dealer;1;500;Yes;45
Dealer;2;1100.042779;Yes;180
Owner;3;1400.258509;Yes;65
Dealer;8;6600.0066;Yes;2000
Dealer;4;3589.672788;Yes;520
Dealer;2;1000;Yes;90
Owner;2;1050.228311;Yes;23
Dealer;2;799.7311828;Yes;11.9
Dealer;2;1300;Yes;130
Dealer;2;1120.040181;Yes;44.6
Dealer;3;1469.254489;Yes;81
Dealer;1;645.0364446;Yes;100
Dealer;2;1001.730261;Yes;110
Dealer;3;854.4817568;Yes;200
Owner;2;750;Yes;36
Dealer;2;1365.42072;Yes;160
Dealer;2;891.0891089;Yes;72
Owner;3;1721.170396;Yes;120
Owner;4;1943.005181;Yes;67.5
Dealer;3;1355.01355;Yes;140
Dealer;3;1410.216233;Yes;45
Owner;3;1689.800845;Yes;140
Dealer;3;1550.14236;Yes;98
Dealer;1;684.4976245;Yes;38.9
Dealer;3;1650.165017;Yes;110
Owner;2;894.2258559;Yes;35
Dealer;3;2950.187223;Yes;260
Dealer;1;625;Yes;32.5
Dealer;2;1095.125617;Yes;51
Owner;2;749.9414108;Yes;32
Owner;3;1408.145581;Yes;65
Dealer;3;744.9267917;Yes;29
Dealer;2;1040.009788;Yes;170
Owner;2;1210.067764;Yes;75
Dealer;3;1800.072003;Yes;150
Owner;2;1170.177198;Yes;35
Dealer;3;1522.815032;Yes;280
Dealer;4;3300.330033;Yes;150
Dealer;2;1244.907198;Yes;55
Dealer;3;1465.320742;Yes;45
Owner;3;1685.27491;Yes;80
Dealer;2;994.8849105;Yes;38.9
Owner;2;791.0074938;Yes;38
Dealer;2;1166.128454;Yes;130
Owner;4;3107.734807;Yes;270
Dealer;2;1337.44856;Yes;39
Owner;3;1499.659168;Yes;44
Dealer;1;600;Yes;93
Dealer;4;2200.020706;Yes;850
Dealer;2;1000;Yes;260
Dealer;2;873.0484799;Yes;85
Dealer;2;632.8749784;Yes;220
Owner;2;600;Yes;21
Dealer;3;1874.219075;Yes;90
Owner;3;960.1873536;Yes;41
Dealer;5;3775.365739;Yes;320
Dealer;4;2539.605756;Yes;210
Dealer;2;800;Yes;24
Dealer;3;1887.066338;No;130
Dealer;1;688.9050036;Yes;47.5
Owner;1;661.0729723;Yes;52
Dealer;3;1462.848297;Yes;37.8
Owner;3;1562.19865;Yes;81
Dealer;1;693.05891;Yes;66
Dealer;3;1827.4244;Yes;70.1
Dealer;2;1212.121212;Yes;40
Dealer;2;920.1691122;Yes;37
Dealer;4;1441.561322;Yes;130
Owner;3;750;Yes;15
Owner;3;1806.057238;Yes;65
Dealer;1;650.0189589;Yes;120
Builder;2;700;No;66.5
Dealer;2;712.0253165;Yes;27
Owner;3;1300.390117;Yes;40
Dealer;3;1640.419948;Yes;50
Owner;3;1125.054089;Yes;26
Dealer;3;1340;Yes;67
Dealer;2;884.9557522;Yes;130
Owner;3;1520.176893;Yes;55
Dealer;3;1451.612903;Yes;40.5
Dealer;3;1600;Yes;54
Dealer;3;1330.032881;Yes;360
Owner;3;1231.281198;Yes;37
Dealer;2;1205.386325;Yes;92.2
Owner;2;1040.073417;Yes;34
Dealer;2;989.4459103;Yes;150
Owner;2;1628.664495;Yes;30
Owner;3;1972.60274;Yes;360
Dealer;3;1750.121536;Yes;36
Dealer;3;1098.122565;Yes;62
Dealer;3;1668.141593;Yes;75.4
Owner;2;785.2447042;Yes;21.5
Dealer;2;692.0710868;Yes;40.5
Dealer;2;1200;Yes;75
Builder;2;896.832863;No;28.6
Dealer;3;2295.157218;Yes;100
Owner;3;1600;Yes;42
Dealer;1;728.9765121;Yes;59.9
Dealer;1;688.8888889;Yes;31
Owner;3;2250.409165;Yes;55
Owner;1;350.0583431;Yes;9
Owner;3;1540.041068;Yes;75
Owner;3;1900.052056;Yes;73
Owner;2;1244.997777;Yes;56
Dealer;2;1057.501652;Yes;160
Dealer;3;3018.298434;Yes;320
Owner;3;1075.268817;Yes;32
Dealer;3;1360.183713;Yes;77
Dealer;2;1110.229976;Yes;42
Dealer;2;1250;Yes;27.9
Owner;2;1250;Yes;27
Dealer;1;1442.169022;Yes;100
Dealer;2;1184.963225;Yes;87
Dealer;2;1045.652174;Yes;48.1
Dealer;3;1690.36492;Yes;170
Dealer;3;1500;Yes;84
Dealer;2;1165.254237;Yes;110
Dealer;2;905.141202;Yes;100
Owner;2;1085.094232;Yes;38
Dealer;3;2017.693621;Yes;130
Dealer;1;650.0426257;Yes;61
Owner;2;702.000702;Yes;20
Dealer;3;1267.303568;Yes;130
Dealer;3;1470.01176;Yes;450
Dealer;3;1699.311332;Yes;190
Owner;3;1350.390903;Yes;38
Dealer;3;1945.080092;Yes;85
Dealer;3;1601.769912;Yes;54.3
Owner;2;1113.013699;Yes;39
Dealer;2;1150;Yes;29.9
Owner;2;1150.306748;Yes;30
Dealer;2;1100.052383;Yes;42
Dealer;2;1345.198675;Yes;65
Dealer;2;1097.943534;Yes;63
Owner;2;1250;Yes;25
Dealer;2;1277.955272;Yes;80
Dealer;2;1140.150851;Yes;65
Dealer;2;1107.894737;Yes;42.1
Dealer;2;1295.035696;Yes;78
Dealer;1;368.7720675;No;47
Owner;3;1257.967125;Yes;75
Dealer;3;1400;No;36.4
Owner;2;1048.951049;Yes;45
Dealer;1;490.6990231;No;110
Owner;2;650.026001;Yes;25
Owner;2;750.1630789;Yes;23
Dealer;3;1380.952381;Yes;290
Dealer;4;1811.00534;Yes;78
Dealer;2;910.0837277;Yes;50
Dealer;2;1090.135602;Yes;41
Owner;2;1139.950894;Yes;65
Owner;2;1151.126459;Yes;70
Dealer;2;1400.034147;Yes;82
Owner;4;1915.25018;Yes;80
Owner;1;560.1317957;Yes;17
Owner;1;375.0063346;Yes;74
Dealer;2;1100.038825;Yes;85
Dealer;3;114434.7826;No;6580
Owner;2;1050.286442;Yes;33
Dealer;3;1380.834024;Yes;100
Owner;1;637.1271358;Yes;22
Dealer;2;1055.037806;Yes;120
Dealer;2;1110.114375;Yes;49.5
Dealer;3;2314.814815;Yes;250
Owner;1;649.3506494;Yes;12.5
Dealer;3;1561.036528;Yes;100
Owner;1;615.0061501;Yes;25
Dealer;2;1088.139282;Yes;60
Dealer;3;2130.144987;Yes;310
Dealer;3;1380.071764;Yes;50
Dealer;2;494.9152542;Yes;7.3
Owner;2;650.026001;Yes;25
Owner;3;1400.386847;Yes;36.2
Owner;2;1040.041602;Yes;40
Dealer;2;851.1252164;Yes;29.5
Dealer;3;1050.539466;Yes;18.5
Dealer;3;1310.249307;Yes;33.11
Owner;1;602.7727547;Yes;50
Dealer;2;1050.189793;Yes;24.9
Dealer;2;1304.446461;Yes;230
Dealer;2;822.6144182;Yes;110
Dealer;3;1430.86582;Yes;98
Dealer;3;2249.851983;Yes;38
Owner;3;1545.217957;Yes;95
Owner;3;1650.165017;Yes;95
Dealer;3;1440.189766;Yes;85
Dealer;2;681.2917291;Yes;150
Dealer;2;1235.003529;Yes;70
Dealer;2;1183.011948;Yes;200
Owner;3;1320.064988;Yes;65
Dealer;3;2050.326188;Yes;110
Dealer;2;1250;Yes;53
Owner;3;1800.288046;Yes;75
Dealer;4;2353.996189;Yes;210
Dealer;2;1036.985828;Yes;120
Dealer;3;1334.615385;No;34.7
Dealer;2;1269.983565;Yes;85
Dealer;1;753.5164099;Yes;45
Owner;3;1510.269835;Yes;75
Dealer;6;4160.098091;Yes;950
Owner;2;925.1101322;Yes;42
Dealer;2;1080.125687;Yes;55
Dealer;2;728.0139779;Yes;200
Dealer;2;1439.95098;Yes;47
Owner;2;950.0542888;Yes;35
Owner;3;904.1980624;Yes;42
Owner;2;910.1251422;Yes;40
Dealer;3;1344.122275;Yes;59.8
Owner;2;1765.447667;Yes;42
Owner;3;1539.645881;Yes;40
Owner;2;6001.091107;Yes;110
Owner;2;749.8897221;Yes;17
Owner;2;710.0591716;Yes;36
Dealer;3;1955.062737;Yes;67
Dealer;3;1905.714286;Yes;66.7
Owner;1;880;Yes;16.5
Owner;2;582.3822066;Yes;19.9
Dealer;2;1290.045152;Yes;120
Dealer;4;2272.413793;Yes;65.9
Dealer;2;900.0090001;Yes;300
Dealer;3;992.6653063;Yes;180
Dealer;2;880.7506053;Yes;29.1
Owner;3;1465.002713;Yes;81
Owner;2;1281.503631;Yes;60
Dealer;3;1369.863014;Yes;35
Owner;2;1260.178364;Yes;65
Dealer;3;1250;Yes;130
Owner;3;1380.103508;Yes;24
Dealer;3;1678.086981;Yes;120
Owner;2;825.0825083;Yes;30
Dealer;2;1088.065844;Yes;66.1
Dealer;2;1200;Yes;48
Dealer;3;1204.451624;No;67.1
Owner;1;1162.582722;Yes;65
Dealer;3;2278.820375;Yes;170
Owner;2;760;Yes;15.2
Dealer;2;991.056321;Yes;82
Owner;2;1245.121725;Yes;67
Dealer;2;1030.029316;Yes;130
Dealer;2;1203.698638;Yes;220
Owner;3;2400;Yes;120
Dealer;1;490.0064475;Yes;76
Dealer;4;5025.125628;Yes;650
Owner;3;1300.284437;Yes;32
Dealer;1;614.7311948;Yes;110
Dealer;2;1167.618059;Yes;180
Dealer;3;2000;Yes;140
Owner;1;804.8848182;Yes;29
Dealer;2;1150.054765;Yes;42
Owner;2;690;Yes;20.7
Dealer;5;7959.300894;Yes;970
Owner;3;2933.333333;Yes;220
Dealer;1;650;No;28.6
Owner;2;1000;Yes;42
Owner;2;1339.915374;Yes;28.5
Dealer;1;630.0422589;Yes;82
Owner;2;1246.105919;Yes;60
Dealer;3;2065.787383;Yes;130
Dealer;3;1495.016611;Yes;49.5
Dealer;1;488.2246377;No;53.9
Dealer;3;1500.508647;No;29.5
Dealer;3;1655.172414;No;120
Owner;2;1050.286442;Yes;33
Dealer;3;1064.837498;Yes;65.2
Dealer;2;1064.112796;Yes;120
Dealer;1;550;Yes;55
Dealer;3;2086.865788;Yes;160
Owner;3;1700.102006;Yes;50
Dealer;2;916.0864786;Yes;75
Dealer;2;913.0225853;Yes;95
Owner;3;1130.308413;Yes;70
Dealer;1;564.844103;Yes;25
Dealer;3;1200.14771;Yes;65
Dealer;2;1040.070068;Yes;95
Owner;4;1914.48628;Yes;60
Owner;3;1948.717949;Yes;53.2
Dealer;2;967.1179884;Yes;65
Dealer;3;1318.031311;Yes;410
Dealer;3;2666.666667;Yes;200
Dealer;1;585.9375;Yes;36
Dealer;2;1423.45757;Yes;67.6
Dealer;1;495.049505;Yes;11
Dealer;4;2422.089456;Yes;150
Dealer;2;718.0361711;Yes;160
Dealer;3;1794.392523;Yes;48
Owner;3;1250;Yes;49
Dealer;3;1600;Yes;200
Owner;1;540.1057228;Yes;23.5
Dealer;3;1665.103189;Yes;71
Dealer;3;1828.681424;No;76
Owner;3;1726.573536;Yes;110
Dealer;3;1630.257581;Yes;200
Dealer;3;1723.169133;Yes;92
Dealer;3;1515.789474;Yes;180
Dealer;3;1150;Yes;46
Dealer;2;1409.646739;Yes;41.5
Dealer;3;1200;Yes;25.8
Owner;2;1270.325203;Yes;37.5
Owner;1;595.0413223;Yes;36
Dealer;4;2766.798419;Yes;210
Dealer;1;405.0769646;Yes;15
Owner;1;599.7818975;Yes;16.5
Dealer;2;1250;Yes;88
Dealer;1;550;Yes;22
Dealer;3;1185.313674;Yes;41
Owner;2;1078.050884;Yes;75
Dealer;3;1884.057971;Yes;130
Dealer;2;1150.086256;Yes;60
Dealer;3;1854.624487;Yes;76.8
Owner;1;550.1618123;Yes;17
Dealer;2;1395.23695;Yes;58
Dealer;2;1070.124638;Yes;85
Dealer;2;1122.067324;Yes;99
Owner;2;1000;Yes;35
Dealer;2;1145.339652;Yes;29
Dealer;2;706.0010086;Yes;28
Dealer;2;1321.052632;Yes;50.2
Owner;3;1600;Yes;66
Dealer;2;581.3315784;No;53
Owner;2;650.1182033;Yes;22
Dealer;3;1570.954791;Yes;270
Owner;2;1200;Yes;60
Dealer;3;1632.208923;Yes;120
Dealer;3;1380.015334;Yes;54
Dealer;2;1375.095493;Yes;72
Owner;2;1220.008133;Yes;60
Dealer;2;1120.045951;Yes;78
Dealer;3;1480.062685;Yes;85
Dealer;2;584.0163934;Yes;39.9
Builder;3;1376.923077;No;53.7
Owner;5;4152.028106;Yes;130
Builder;3;148939.7228;No;8920
Dealer;3;1486.403777;Yes;170
Owner;2;900.3215434;Yes;14
Dealer;3;1120;Yes;44.8
Dealer;3;1288.855193;Yes;68
Owner;1;690.0782089;Yes;45
Dealer;3;1345.755694;Yes;52
Dealer;1;710.9322602;Yes;53
Dealer;3;2143.260011;Yes;570
Owner;2;821.9178082;Yes;33
Owner;2;1200.369344;Yes;26
Dealer;3;1600;Yes;310
Dealer;2;1134.716321;Yes;45.4
Dealer;3;1540.154015;Yes;70
Dealer;2;1129.943503;Yes;26
Owner;3;1475.288911;Yes;60
Dealer;1;650.0206356;Yes;63
Dealer;3;2070.393375;Yes;90
Dealer;1;343.0400976;Yes;22.5
Owner;3;1083.863975;Yes;80
Dealer;3;1932.876472;Yes;110
Dealer;3;1500.176491;Yes;85
Dealer;2;956.5217391;Yes;110
Dealer;3;1890.482399;Yes;58
Dealer;3;1484.593838;Yes;53
Dealer;2;964;Yes;72.3
Owner;2;660.1218687;Yes;19.5
Dealer;2;1207.000604;Yes;100
Dealer;1;625;Yes;18
Owner;2;9722.222222;Yes;35
Dealer;2;1165.076822;Yes;160
Owner;2;899.820036;No;30
Dealer;3;2179.598954;Yes;150
Owner;1;632.0779563;Yes;24
Owner;2;1090.059694;Yes;42
Owner;2;1080.246914;Yes;35
Owner;3;2500;Yes;140
Dealer;3;1824.034335;Yes;170
Owner;3;1700.276789;Yes;86
Owner;2;497.9591837;Yes;12.2
Dealer;2;1014.301653;Yes;100
Owner;3;1717.229536;Yes;60
Owner;2;1267.779839;Yes;41
Dealer;2;919.0899503;Yes;61
Owner;3;1650.269756;Yes;52
Dealer;2;1051.524711;Yes;140
Dealer;2;1024.182077;Yes;36
Owner;2;1100;Yes;88
Owner;3;2750.275028;Yes;150
Dealer;3;1625.301999;Yes;74
Owner;2;800;Yes;30
Owner;2;1432.033488;Yes;130
Dealer;2;1528.050644;Yes;280
Dealer;1;419.0419042;No;41.9
Dealer;2;1165.126557;Yes;29
Dealer;4;2278.571429;Yes;95.7
Dealer;3;1843.537415;Yes;54.2
Dealer;3;1306.67712;Yes;100
Dealer;2;1288.014311;Yes;36
Dealer;3;1820.020222;Yes;450
Dealer;3;1465.273029;Yes;150
Dealer;3;1782.178218;Yes;90
Owner;3;1344.743276;Yes;55
Dealer;2;698.0306346;Yes;31.9
Owner;2;883.0022075;Yes;52
Dealer;3;635;No;25.4
Dealer;3;1340.159615;Yes;89
Owner;2;1250;No;30
Dealer;2;1150.130348;Yes;75
Dealer;2;886.7298944;Yes;230
Dealer;1;680.0552545;Yes;64
Builder;2;919.5781147;No;27.9
Dealer;3;1718.523878;Yes;190
Dealer;2;905.1186017;Yes;43.5
Builder;3;1609.756098;No;66
Dealer;3;1830.377444;Yes;80.5
Owner;2;880.0993995;Yes;42.5
Owner;3;1525.79317;Yes;63
Dealer;4;3400.204012;Yes;100
Dealer;1;1025.077796;Yes;56
Owner;3;1236.004072;Yes;85
Dealer;3;1469.335605;Yes;34.5
Dealer;1;389.6443515;Yes;29.8
Dealer;3;1361.049245;Yes;110
Dealer;3;1070.018093;Yes;550
Dealer;3;1211.973716;Yes;49.8
Dealer;3;1350.048216;Yes;84
Owner;2;752.0111927;Yes;43
Dealer;1;750.0534988;Yes;70.1
Dealer;3;2256.06317;Yes;120
Owner;2;1205.37784;Yes;26
Owner;2;796.9397514;Yes;50
Dealer;3;1622.822002;Yes;95
Owner;2;1140.065147;Yes;35
Owner;1;317.0289855;Yes;10.5
Owner;2;949.9136442;Yes;22
Dealer;2;1423.636364;No;78.3
Dealer;2;869.9686811;Yes;150
Dealer;3;1772.362227;Yes;320
Dealer;1;669.9384591;Yes;86
Owner;2;1000;Yes;29
Dealer;1;710.0031556;Yes;45
Owner;3;1575.795777;Yes;50
Dealer;2;1177.971925;Yes;120
Dealer;3;1784.214945;Yes;170
Dealer;4;2090.152938;Yes;77.9
Dealer;3;1378.26087;Yes;63.4
Dealer;3;1595.179015;Yes;90
Dealer;2;885.7142857;No;46.5
Owner;3;1666.082076;Yes;95
Dealer;4;3285.014079;Yes;630
Dealer;2;1020.007846;Yes;78
Owner;3;1250;Yes;55
Dealer;1;472.0161834;No;70
Owner;2;820.256776;Yes;23
Dealer;1;720.0460829;Yes;50
Owner;2;1019.974501;Yes;72
Dealer;4;2763.085182;Yes;350
Dealer;3;1285.84287;Yes;100
Dealer;4;2900.652647;Yes;120
Owner;2;6456.241033;Yes;45
Owner;1;649.9535747;Yes;35
Dealer;3;1625.301999;Yes;74
Owner;2;850.0772798;Yes;44
Owner;2;1045.150502;Yes;25
Owner;2;1150.22656;Yes;33
Owner;2;1254.064097;Yes;81
Dealer;3;2100.006614;Yes;1270
Dealer;2;1100.046318;Yes;95
Dealer;3;1332.149201;Yes;90
Dealer;2;1289.62536;Yes;89.5
Owner;2;1350.135014;Yes;45
Owner;2;880.0433252;Yes;32.5
Owner;2;1079.913607;Yes;40
Owner;3;1279.863481;Yes;60
Dealer;2;457.321174;Yes;170
Dealer;3;1884.210526;Yes;71.6
Dealer;2;1600;Yes;120
Owner;2;900.090009;Yes;40
Builder;2;1281.553398;No;66
Owner;1;702.202362;Yes;22
Dealer;2;1093.135111;Yes;75
Owner;2;1098.283931;Yes;35.2
Dealer;2;1750.996256;Yes;290
Dealer;2;1109.877913;Yes;20
Dealer;2;621.1180124;Yes;16
Dealer;1;630.0630063;Yes;28
Dealer;2;1100.352113;Yes;25
Dealer;1;366.3423011;No;32
Dealer;3;2132.687763;Yes;370
Owner;3;1330.180313;Yes;90
Dealer;3;1260.126013;Yes;28
Dealer;2;1424.332344;Yes;24
Owner;2;888.030888;Yes;46
Owner;2;983.8369642;Yes;28
Dealer;4;3400.35482;Yes;230
Owner;1;565.1105651;Yes;23
Dealer;3;1454.898157;Yes;75
Dealer;2;1019.965278;Yes;94
Owner;3;1435.956347;Yes;50
Owner;2;1042.011247;Yes;63
Owner;3;1370.16094;Yes;63
Dealer;2;1110.0148;Yes;90
Dealer;2;1009.18357;Yes;100
Owner;2;1400.367309;Yes;30.5
Dealer;2;1250;Yes;180
Owner;3;1410.039481;Yes;75
Owner;2;998.003992;Yes;55
Dealer;2;54225.69614;No;9990
Dealer;3;1300.070274;Yes;37
Owner;2;1299.013712;Yes;54
Owner;1;540.1026195;Yes;20
Owner;1;650.0101564;Yes;32
Owner;2;900.090009;Yes;40
Owner;2;1250;Yes;35
Dealer;2;990.0990099;Yes;85
Owner;2;1200;Yes;24
Owner;3;1603.354711;Yes;130
Dealer;2;1149.330925;Yes;140
Dealer;3;2485.659656;Yes;130
Owner;2;750.1071582;Yes;35
Dealer;2;1400.070004;Yes;160
Owner;2;1099.807534;Yes;40
Owner;2;1380.138014;Yes;92
Owner;1;900.9009009;Yes;7
Dealer;3;1385.224274;Yes;63
Dealer;3;1820.020222;Yes;450
Dealer;1;325.0337299;Yes;26.5
Dealer;3;2026.902524;Yes;110
Owner;3;1664.402174;Yes;49
Dealer;3;2060.262683;Yes;160
Dealer;3;1721.170396;Yes;90
Dealer;2;1200.033104;Yes;290
Dealer;3;2600.104004;Yes;450
Dealer;2;1476.173415;Yes;41.2
Owner;2;1070.090958;Yes;60
Owner;3;1200;Yes;60
Dealer;1;300.3102105;No;91
Dealer;2;1300.236407;Yes;55
Dealer;1;675;Yes;27
Owner;2;720.1355549;Yes;25.5
Dealer;3;1183.651805;Yes;44.6
Owner;3;999.0917348;Yes;55
Owner;2;1275.214468;Yes;55
Dealer;1;739.98469;Yes;58
Dealer;2;1382.033564;Yes;56
Dealer;3;2385.211688;Yes;200
Dealer;2;956.0229446;Yes;130
Dealer;3;1520.417029;Yes;52.5
Owner;1;500;Yes;18
Owner;2;899.9280058;Yes;75
Dealer;2;1150.040118;Yes;43
Owner;2;1171.20954;Yes;55
Dealer;2;1295.081967;Yes;79
Owner;3;2622.498275;Yes;190
Dealer;3;1873.529412;Yes;63.7
Owner;2;1060.511541;Yes;17
Dealer;3;1954.040957;Yes;250
Dealer;2;530.0051291;No;31
Owner;2;890.0756564;Yes;40
Dealer;1;577.7777778;Yes;130
Owner;3;2104.820038;Yes;100
Dealer;2;1180.080245;Yes;100
Dealer;2;1100.28293;Yes;35
Owner;3;1275.148767;Yes;45
Dealer;3;1350.135014;Yes;30
Dealer;1;427.0665275;No;45
Dealer;2;1546.391753;Yes;63
Dealer;1;707.2135785;Yes;170
Owner;2;989.0730972;Yes;52.5
Dealer;2;1080.951237;Yes;45
Dealer;2;938.4615385;Yes;48.8
Dealer;2;671.0283509;Yes;120
Dealer;3;1885;Yes;75.4
Dealer;1;649.9682942;Yes;82
Builder;2;565.5816951;No;35.1
Dealer;3;1259.459459;Yes;46.6
Dealer;3;1022.222222;Yes;23
Owner;3;1805.054152;Yes;120
Owner;2;1000;Yes;33
Dealer;2;809.9625392;Yes;160
Dealer;3;1229.773463;Yes;190
Dealer;1;585.0234009;Yes;120
Owner;3;1550.034192;Yes;68
Owner;3;1500.245942;Yes;30.5
Owner;2;1065.029445;Yes;85
Owner;2;620.1550388;Yes;20
Owner;3;1673.767498;Yes;110
Dealer;3;1879.699248;Yes;170
Dealer;2;850.1118568;Yes;38
Dealer;2;1124.891837;Yes;39
Dealer;1;578.3783784;Yes;21.4
Dealer;5;4092.769441;Yes;120
Dealer;3;1492.219143;Yes;420
Owner;2;930.1442673;Yes;24.5
Owner;1;465.1162791;Yes;12
Dealer;3;712.1057986;Yes;140
Dealer;2;1234.735414;Yes;18.2
Dealer;2;930.0265722;Yes;42
Dealer;3;1899.509804;Yes;62
Dealer;2;850.0239069;Yes;160
Dealer;1;534;Yes;26.7
Dealer;2;883.1521739;Yes;32.5
Dealer;3;2092.050209;Yes;170
Dealer;2;751.9640853;Yes;33.5
Builder;3;1316.777963;No;63.1
Dealer;3;1687.116564;Yes;110
Dealer;2;1025.01025;Yes;25
Dealer;3;1580.398162;Yes;51.6
Dealer;1;424.5363281;No;49.9
Dealer;1;533.1088664;Yes;19
Owner;2;1280.227596;Yes;45
Dealer;3;1105.237866;Yes;46
Dealer;3;2010.526316;Yes;76.4
Dealer;2;770.0351744;No;81
Dealer;2;915.1572927;Yes;48
Owner;2;1300.052002;Yes;25
Dealer;2;980.3921569;No;17.5
Dealer;2;1200;Yes;120
Dealer;4;15981.24867;Yes;750
Owner;3;1313.054978;Yes;69.5
Dealer;2;950.0391193;Yes;85
Owner;3;1180.124224;Yes;95
Owner;2;746.2686567;Yes;11.5
Owner;1;560.0194789;Yes;46
Dealer;2;1004.382761;Yes;110
Dealer;4;1544.61203;No;340
Owner;3;1209.921355;Yes;60
Dealer;3;1617.155915;Yes;92
Owner;2;780.2050825;Yes;17.5
Owner;3;2449.77952;Yes;200
Owner;3;1310.186702;Yes;80
Dealer;2;1080.0579;Yes;97
Dealer;2;889.8776418;Yes;32
Owner;3;1440.189766;Yes;85
Dealer;5;1677.279964;No;590
Dealer;3;1440.121273;Yes;57
Dealer;2;909.0909091;Yes;54
Dealer;2;675.1740139;No;29.1
Owner;3;1475.237092;Yes;70
Dealer;1;585.0234009;Yes;60
Dealer;2;1295.560546;Yes;150
Owner;1;630.169358;Yes;16
Dealer;1;351.9619501;No;29.6
Owner;1;485.0836769;Yes;20
Dealer;2;1274.088231;Yes;160
Owner;2;1285.338593;Yes;39.1
Dealer;2;970.1202949;Yes;75
Owner;2;900;Yes;45
Dealer;1;669.8664441;Yes;32.1
Dealer;1;404.5268481;No;84
Dealer;2;1248.049922;Yes;48
Dealer;3;1292.01053;Yes;800
Dealer;3;1368.925394;Yes;220
Dealer;2;1185.164529;Yes;85
Dealer;3;1905.265943;Yes;72
Dealer;2;1075.032909;Yes;49
Dealer;2;1358.936484;Yes;92
Dealer;3;984.1269841;Yes;310
Dealer;2;1076.981902;Yes;84.5
Dealer;2;700.0112905;Yes;62
Owner;4;1799.856012;Yes;75
Dealer;3;1806.06839;Yes;450
Dealer;4;2849.643795;Yes;380
Owner;1;550.2567865;Yes;7.5
Dealer;2;1141.666667;No;68.5
Owner;3;1494.768311;Yes;140
Dealer;2;1060.138782;Yes;55
Dealer;4;2710.0271;Yes;250
Dealer;3;949.893137;No;40
Owner;2;831.8345324;Yes;18.5
Dealer;2;1073.191672;Yes;200
Dealer;1;708.6753676;Yes;120
Builder;3;1449.82831;No;38
Owner;2;1156.260324;Yes;35
Owner;2;1060.284762;Yes;35
Owner;3;1520.112254;Yes;65
Dealer;3;1150.020125;Yes;400
Owner;2;900.090009;Yes;30
Dealer;2;1040.009788;Yes;85
Dealer;3;1489.288578;Yes;130
Dealer;3;1955.184534;Yes;89
Dealer;3;2679.58951;Yes;94
Dealer;1;610.035077;Yes;40
Dealer;3;1885.211563;Yes;90
Dealer;2;1232.156273;Yes;82
Dealer;2;1000;Yes;48
Dealer;3;1240.053736;Yes;240
Dealer;3;592.183182;No;120
Owner;3;1190.088034;Yes;73
Owner;2;1530.456076;Yes;50
Dealer;3;2322.857143;Yes;81.3
Owner;2;912.1459434;Yes;38
Dealer;3;2500;Yes;300
Owner;1;660.0660066;Yes;20
Owner;2;1030.21978;Yes;45
Owner;4;2603.123748;Yes;130
Dealer;3;1706.991242;Yes;230
Dealer;2;1171.600406;Yes;150
Dealer;4;1920.076803;Yes;320
Dealer;2;970.1202949;Yes;25
Dealer;1;351.2910424;No;55.1
Dealer;1;675.0675068;Yes;30
Owner;2;1360.294118;Yes;37
Owner;2;1135.07378;Yes;40
Owner;4;1885.014138;Yes;60
Dealer;1;650.0691563;Yes;47
Builder;2;1216.666667;No;43.8
Dealer;3;1660.910518;Yes;52.9
Dealer;3;1710.10329;Yes;250
Owner;2;2700.457;Yes;65
Dealer;4;3499.766682;Yes;450
Dealer;4;2250.409165;Yes;110
Owner;2;1030.07144;Yes;62
Dealer;2;1030.100334;Yes;77
Dealer;2;1227.810651;Yes;41.5
Builder;2;652.8417819;No;68
Owner;2;950.1187648;Yes;36
Owner;2;706.0722211;Yes;35
Dealer;2;751.12669;Yes;210
